num,tar,v1,v2
901,-0.000,-0.000,-0.000
902,0.000,-0.000,0.000
903,-0.000,0.000,-0.000
904,0.000,0.000,-0.000
905,0.000,-0.000,0.000
906,-0.000,0.000,-0.000
907,0.000,-0.000,0.000
908,-0.000,-0.000,-0.000
909,0.000,-0.000,0.000
910,-0.000,0.000,-0.000
911,0.000,-0.000,-0.000
912,0.000,-0.000,0.000
913,-0.000,0.000,-0.000
914,0.000,0.000,-0.000
915,0.000,-0.000,0.000
916,-0.000,0.000,-0.000
917,0.000,-0.000,0.000
918,-0.000,-0.000,-0.000
919,0.000,-0.000,0.000
920,-0.000,0.000,-0.000
921,0.000,0.000,-0.000
922,0.000,-0.000,0.000
923,-0.000,0.000,-0.000
924,0.000,-0.000,0.000
925,-0.000,-0.000,-0.000
926,0.000,-0.000,0.000
927,-0.000,0.000,-0.000
928,0.000,-0.000,-0.000
929,0.000,-0.000,0.000
930,-0.000,0.000,-0.000
931,0.000,0.000,-0.000
932,0.000,-0.000,0.000
933,-0.000,0.000,-0.000
934,0.000,-0.000,0.000
935,-0.000,-0.000,-0.000
936,0.000,-0.000,0.000
937,-0.000,0.000,-0.000
938,0.000,0.000,-0.000
939,0.000,-0.000,0.000
940,-0.000,0.000,-0.000
941,0.000,-0.000,0.000
942,-0.000,-0.000,-0.000
943,0.000,-0.000,0.000
944,-0.000,0.000,-0.000
945,0.000,-0.000,-0.000
946,0.000,-0.000,0.000
947,-0.000,0.000,-0.000
948,0.000,0.000,-0.000
949,0.000,-0.000,0.000
950,-0.000,0.000,-0.000
951,0.000,-0.000,0.000
952,-0.000,-0.000,-0.000
953,0.000,-0.000,0.000
954,-0.000,0.000,-0.000
955,0.000,0.000,-0.000
956,0.000,-0.000,0.000
957,-0.000,0.000,-0.000
958,0.000,-0.000,0.000
959,-0.000,-0.000,-0.000
960,0.000,-0.000,0.000
961,-0.000,0.000,-0.000
962,0.000,0.000,-0.000
963,0.000,-0.000,0.000
964,-0.000,0.000,-0.000
965,0.000,-0.000,0.000
966,-0.000,-0.000,-0.000
967,0.000,-0.000,0.000
968,-0.000,0.000,-0.000
969,0.000,-0.000,-0.000
970,0.000,-0.000,0.000
971,-0.000,0.000,-0.000
972,0.000,0.000,-0.000
973,0.000,-0.000,0.000
974,-0.000,0.000,-0.000
975,0.000,-0.000,0.000
976,-0.000,-0.000,-0.000
977,0.000,-0.000,0.000
978,-0.000,0.000,-0.000
979,0.000,0.000,-0.000
980,0.000,-0.000,0.000
981,-0.000,0.000,-0.000
982,0.000,-0.000,0.000
983,-0.000,-0.000,-0.000
984,0.000,-0.000,0.000
985,-0.000,0.000,-0.000
986,0.000,-0.000,-0.000
987,0.000,-0.000,0.000
988,-0.000,0.000,-0.000
989,0.000,0.000,-0.000
990,0.000,-0.000,0.000
991,-0.000,0.000,-0.000
992,0.000,-0.000,0.000
993,-0.000,-0.000,-0.000
994,0.000,-0.000,0.000
995,-0.000,0.000,-0.000
996,0.000,0.000,-0.000
997,0.000,-0.000,0.000
998,-0.000,0.000,-0.000
999,0.000,-0.000,0.000
